name,website,description,logo,country,country_code,advertising,data,e_commerce,media,network_communications,publishing,smart_cities,web_of_things,filename_prefix,about_link,llm_sector
"MEDIA DO Co., Ltd.",https://www.mediado.jp/english/,,,Japan,JP,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,www-mediado-jp,https://mediado.jp/english/about/,Small/medium enterprise
Mitsubishi Electric Corporation,http://www.mitsubishielectric.com/,,,Japan,JP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,www-mitsubishielectric-com,https://www.mitsubishielectric.com/en/about/,Large enterprise
"Mitsue-Links Co., Ltd.",https://www.mitsue.co.jp/,"Mitsue-Links, leading client's businesses to sustainable development, is one of Japan's leading communication design companies.",https://www.w3.org/thumbnails/120/logos/organizations/35668.png?x-version=3,Japan,JP,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,www-mitsue-co-jp,,Small/medium enterprise
NEC Corporation,http://www.nec.com/,"NEC Corporation is a leader in the integration of IT and network
technologies. We provide combinations of products and solutions that
benefit businesses and people around the world. We support the W3C's
open, consensus-driven process and cutting-edge technology standards.",,Japan,JP,,,,,,,,,www-nec-com,http://www.nec.com/en/global/about/index.html,Large enterprise
Newphoria Corporation,http://www.newphoria.co.jp/,,https://www.w3.org/thumbnails/120/logos/organizations/54317.png?x-version=3,Japan,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,www-newphoria-co-jp,,Small/medium enterprise
NHK (Japan Broadcasting Corporation),https://www.nhk.or.jp/strl/english/,"NHK, Nippon Hoso Kyokai (Japan Broadcasting Corporation), is Japan's only public broadcaster. 
NHK Science & Technology Research Laboratories (NHK STRL) is the research institute of NHK and has been leading the research and development of broadcast technologies since 1930.",https://www.w3.org/thumbnails/120/logos/organizations/51472.png?x-version=3,Japan,JP,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,www-nhk-or-jp,https://www.nhk.or.jp/strl/english/about/index.html,Nonprofit organization
Nippon Telegraph & Telephone Corp. (NTT),https://group.ntt/en/,,,Japan,JP,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,group-ntt,https://group.ntt/en/group/,Large enterprise
Originator Profile CIP,https://originator-profile.org/en-US/,,,Japan,JP,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,originator-profile-org,https://originator-profile.org/en-US/about,Nonprofit organization
"Rakuten Group, Inc.",https://global.rakuten.com/corp/,"Rakuten Group, Inc. (TSE: 4755) is a global leader in internet services that empower individuals, communities, businesses and society. Founded in Tokyo in 1997 as an online marketplace, Rakuten has expanded to offer services in e-commerce, fintech, digital content and communications to approximately 1.6 billion members around the world.",https://www.w3.org/thumbnails/120/logos/organizations/47545.png?x-version=4,Japan,JP,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,global-rakuten-com,https://global.rakuten.com/corp/about/,Large enterprise
SHOGAKUKAN Inc.,https://www.shogakukan.co.jp/,,,Japan,JP,,,,,,,,,www-shogakukan-co-jp,,Large enterprise
SHUEISHA Inc.,https://www.shueisha.co.jp/,,,Japan,JP,,,,,,,,,www-shueisha-co-jp,,Large enterprise
SIVIRA Inc.,https://sivira.co/,,,Japan,JP,,,,,,,,,sivira-co,https://sivira.co/#aboutus,Small/medium enterprise
SoftBank Corp.,http://www.softbank.jp/en/,,https://www.w3.org/thumbnails/120/logos/organizations/85690.png?x-version=2,Japan,JP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,www-softbank-jp,http://www.softbank.jp/en/corp/aboutus/,Large enterprise
Sony Group Corporation,https://www.sony.com/en/,,,Japan,JP,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,www-sony-com,https://www.sony.com/en/about/,Large enterprise
Studio株式会社,https://studio.inc/,,,Japan,JP,,,,,,,,,studio-inc,https://studio.inc/about,Small/medium enterprise
"Voyager Japan, Inc.",https://www.voyager.co.jp,,,Japan,JP,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,www-voyager-co-jp,https://www.voyager.co.jp/about/,Small/medium enterprise
Web Consortium Asia Pacific (WCAP),https://wcap.jp/,,https://www.w3.org/thumbnails/120/logos/organizations/156917.png?x-version=1,Japan,JP,,,,,,,,,wcap-jp,https://wcap.jp/#business),Nonprofit organization
WebDINO Japan,https://www.webdino.org/,,,Japan,JP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,www-webdino-org,https://www.webdino.org/about/,Nonprofit organization
株式会社Kiva,https://hellouniweb.com/,,,Japan,JP,,,,,,,,,hellouniweb-com,,Small/medium enterprise
Green Technology Co,https://gt.com.kw/,,,Kuwait,KW,,,,,,,,,gt-com-kw,,Small/Medium Enterprise
Ecole Mohammadia d'Ingenieurs Rabat (EMI),http://www.emi.ac.ma,"Located in Rabat Morocco, Ecole Mohammadia d'Ingénieurs was founded in 1958 and is the leading engineers school in Morocco. It is also known by its research and doctoral studies. EMI also hosts the Morocco Chapter, which promotes the adoption of Web standards throughout the country. Contact The Mohammadia School of Engineers.",https://www.w3.org/thumbnails/120/logos/organizations/12480.png?x-version=2,Morocco,MA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,www-emi-ac-ma,,Academia
Abra,https://abra.ai,"Abra is committed to making mobile apps accessible to everyone. As a W3C Member, we actively support the Mobile Accessibility Task Force and the development of open standards. Our software products help enhance the accessibility of apps, aligning with the guidelines produced within the W3C.",https://www.w3.org/thumbnails/120/logos/organizations/147882.png?x-version=1,Netherlands,NL,,,,,,,,,abra-ai,https://abra.ai/about,Small/Medium Enterprise
Accessibility Foundation,https://www.accessibility.nl,"The Accessibility Foundation is an expertise center providing information, research,  Web evaluation and training in the field of accessibility of Web sites and Web applications to companies and governments. We are committed to the development of Web accessibility standards at W3C.",,Netherlands,NL,,,,,,,,,www-accessibility-nl,,Nonprofit organization
Adyen,https://www.adyen.com,,,Netherlands,NL,,,,,,,,,www-adyen-com,,Large enterprise
AllianceBlock Nexera,https://nexera.id/,"NexeraID is a self-sovereign identity issuance and verification platform that empowers companies to seamlessly onboard users to Web3 using self-custodial or custodial wallets and integrate complex compliance workflows, all while safeguarding users’ identities and assets.",https://www.w3.org/thumbnails/120/logos/organizations/142336.png?x-version=2,Netherlands,NL,,,,,,,,,nexera-id,https://nexera.id/about,Small/Medium Enterprise
Dyne.org,https://dyne.org/,,,Netherlands,NL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,dyne-org,https://dyne.org/timeline,Nonprofit organization
Geonovum,https://www.geonovum.nl,Geonovum is the National Spatial Data Infrastructure (NSDI) executive committee in the Netherlands. At W3C we devote ourselves to unlocking the power of spatial data by bridging the gap between OGC’s spatial standards and W3C webstandards.,https://www.w3.org/thumbnails/120/logos/organizations/75919.png?x-version=3,Netherlands,NL,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,www-geonovum-nl,https://www.geonovum.nl/about-us,Nonprofit organization
Logius,https://www.logius.nl/english/,,,Netherlands,NL,,,,,,,,,www-logius-nl,https://www.logius.nl/about-logius,Government
SURF bv,https://www.surf.nl/,,https://www.w3.org/thumbnails/120/logos/organizations/1060.png?x-version=1,Netherlands,NL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-surf-nl,,Nonprofit organization
Ver.iD,https://ver.id/,"Ver.iD is dedicated to create a friction-less digital identity in a transactional internet, accelerating the web into its next phase. We strongly believe that the W3C is the optimal hub for open dialogues and a consensus-driven peer review process to establish new standards that may change our digital landscape forever.",https://www.w3.org/thumbnails/120/logos/organizations/140769.png?x-version=1,Netherlands,NL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ver-id,https://ver.id/about,Small/Medium Enterprise
Vrije Universiteit,http://www.few.vu.nl/,,https://www.w3.org/thumbnails/120/logos/organizations/16188.png?x-version=2,Netherlands,NL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-few-vu-nl,http://www.few.vu.nl/en/about-vu,Academia
Yoast,https://yoast.com,,,Netherlands,NL,,,,,,,,,yoast-com,https://yoast.com/about-us/,Small/Medium Enterprise
Mattr Limited,https://mattr.global,,,New Zealand,NZ,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,mattr-global,https://mattr.global/about,Small/Medium Enterprise
Whereby,https://whereby.com/,,,Norway,NO,,,,,,,,,whereby-com,,Small/Medium Enterprise
Callstack,http://callstack.com,,,Poland,PL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,callstack-com,http://callstack.com/about-us,Technical community
Digital Contract Design,https://contract.design/,,,Puerto Rico,PR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,contract-design,,Small/medium enterprise
"Mada Center, Qatar",https://www.mada.org.qa,"Mada Center aims at promoting digital inclusion and enhancing ICT accessibility. As the Center of Excellence in digital access in Arabic and an active member of W3C, Mada is leading the translation of the Web Content Accessibility Guidelines (WCAG 2.1) into Arabic.",,Qatar,QA,,,,,,,,,www-mada-org-qa,https://www.mada.org.qa/about-us/,Nonprofit organization
Ecole Superieure Polytechnique de Dakar,http://www.esp.sn,,https://www.w3.org/thumbnails/120/logos/organizations/43576.png?x-version=1,Senegal,SN,,,,,,,,,www-esp-sn,,Academia
Affinidi Pte. Ltd.,https://www.affinidi.com/,,https://www.w3.org/thumbnails/120/logos/organizations/135649.png?x-version=2,Singapore,SG,,,,,,,,,www-affinidi-com,,Large enterprise
Government Technology Agency,https://www.tech.gov.sg,,,Singapore,SG,,,,,,,,,www-tech-gov-sg,https://www.tech.gov.sg/about-us/,Government
Entersekt,https://www.entersekt.com,"Entersekt provides transaction authentication to financial institutions that is both secure and free from unnecessary friction. As a leading provider of strong device identity and user authentication, we work with the W3C to help drive innovation in the areas of digital identity, data privacy, and secure payments.",https://www.w3.org/thumbnails/120/logos/organizations/116845.png?x-version=4,South Africa,ZA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,www-entersekt-com,https://www.entersekt.com/company/about-us,Small/medium enterprise
Snake Nation,https://snakenation.co/,"Snake Nation is a social media platform with a digital wallet & VNM, our Stellar based (XLM) utility token. Platform members are incentivized for content engagement in VNM. The integrated ILP wallet allows for enhanced functionality including making P2P payments, cross-border payments, withdrawals, top-ups, and contactless payments in any currency.",https://www.w3.org/thumbnails/120/logos/organizations/132463.png?x-version=3,South Africa,ZA,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,snakenation-co,,Nonprofit organization
CREATIVECODE,https://creativecode.co.kr,"CreativeCode is proud to be a W3C Member, actively contributing to the Decentralized Identifier Working Group and Verifiable Credentials Working Group. Our mission is to advance open Web standards, fostering trust and innovation, while aligning our solutions with W3C’s vision of a secure, interoperable, and inclusive web.",https://www.w3.org/thumbnails/120/logos/organizations/152666.png?x-version=1,South Korea,KR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,creativecode-co-kr,https://creativecode.co.kr/),Technical community
Electronics and Telecommunications Research Institute (ETRI),http://www.etri.re.kr,"Established in 1976, ETRI is a non-profit government-funded research organization in Korea. ETRI has successfully developed information technologies on the Web such as ezOWL (visual Editor of OWL), and ETRI is committed to use W3C Technologies in its developments. ETRI is also the home of the W3C Korean Chapter.",https://www.w3.org/thumbnails/120/logos/organizations/28169.png?x-version=4,South Korea,KR,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,www-etri-re-kr,,Government
Gooroomee Inc.,http://www.gooroomee.com,,,South Korea,KR,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,www-gooroomee-com,,Small/Medium Enterprise
"Inswave Systems Co., Ltd.",http://www.inswave.com,"Inswave Systems Co., Ltd. is a software company that develops web standard based HTML5 UI platform. 
We support for W3C and in the path of making a better world of web standard by supporting freedom of web application and accessibility.",https://www.w3.org/thumbnails/120/logos/organizations/73795.png?x-version=3,South Korea,KR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,www-inswave-com,,Large enterprise
Korea Electronics Technology Institute (KETI),https://www.keti.re.kr/eng/main/main.php,"KETI is a leading R&D institute specializing in electronics and IT under the Korean Ministry of Trade, Industry and Energy. KETI has led the growth of small and midsize Korean enterprises in the high-tech industry. We remain committed to growing together with companies in the global market, focusing on more real-world applications beyond the lab.",https://www.w3.org/thumbnails/120/logos/organizations/96234.png?x-version=3,South Korea,KR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,www-keti-re-kr,https://www.keti.re.kr/eng/introduce/abstract.php,Nonprofit organization
LG Electronics,http://www.lge.com,,,South Korea,KR,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,www-lge-com,,Large enterprise
"Samsung Electronics Co., Ltd.",https://www.samsung.com,"Samsung Electronics Co. Ltd. is a global leader in semiconductor, telecommunication, digital media, and digital convergence technology. Samsung Electronics supports W3C recommendations in our products and continues to the explosion of Web technology in our business. Contact Samsung Electronics Co. Ltd.",,South Korea,KR,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,www-samsung-com,https://www.samsung.com/br/about-us/ethics/,Large enterprise
Sharing Economy Association of Korea (SEAK),http://www.sharingeconomy.kr,,https://www.w3.org/thumbnails/120/logos/organizations/132506.png?x-version=3,South Korea,KR,,,,,,,,,www-sharingeconomy-kr,,Nonprofit organization
Ayuntamiento de Zaragoza,https://www.zaragoza.es,"Among his commitments: Providing access to the highest number of people, regardless their personal limitations linked to their surrounding environment.
Management System, certified by AENOR is based on the accomplishment of the W3c's standards and technology. Municipal Website Office.",,Spain,ES,,,,,,,,,www-zaragoza-es,,Government
Fundacion CTIC,http://www.fundacionctic.org,"CTIC is a private non-profit Research and Technology Organization (RTO), specialized in the research and development of cutting-edge and emerging technologies. Artificial Intelligence, Web of Things, Immersive Technologies, W3C Standards and Open Data, Blockchain and Quantum Computing are the main fields of specialization of the Center.",https://www.w3.org/thumbnails/120/logos/organizations/33823.png?x-version=3,Spain,ES,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,www-fundacionctic-org,,Nonprofit organization
Igalia,https://www.igalia.com,"Dedicated to open source and the open web since 2001, Igalia works with the W3C to both create and implement the next generation of web standards. We believe that open specifications like those that the W3C produces are vital to a free and egalitarian web.",https://www.w3.org/thumbnails/120/logos/organizations/62028.png?x-version=3,Spain,ES,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,www-igalia-com,https://www.igalia.com/about,Technical community
Ministerio de Hacienda y Administraciones Públicas,http://www.csi.map.es,,,Spain,ES,,,,,,,,,www-csi-map-es,,Government
Universidad Politécnica de Madrid,https://www.upm.es,"The Universidad Politécnica de Madrid is the largest Spanish technological university as well as a renowned European institution. With two recognitions as Campus of International Excellence, it is outstanding in its research activity together with its training of highly-qualified professionals, competitive at an international level.",https://www.w3.org/thumbnails/120/logos/organizations/34345.png?x-version=5,Spain,ES,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,www-upm-es,,Academia
WIRIS Science,http://www.wiris.com,,,Spain,ES,,,,,,,,,www-wiris-com,https://www.wiris.com/en/about-us/company/,Small/medium enterprise
ERICSSON,https://www.ericsson.com,"Founded in 1876, Ericsson is the largest supplier of mobile communications systems in the world. Supporting all major standards for wireless communication, Ericsson is committed to the use and development of W3C Recommendations to continue mobilizing the World Wide Web.",,Sweden,SE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,www-ericsson-com,,Large enterprise
National Library of Sweden,https://kb.se/in-english.html,,,Sweden,SE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,kb-se,https://kb.se/in-english/about-us.html,Government
Stiftelsen for internetinfrastruktur (IIS),https://iis.se,,,Sweden,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,iis-se,https://internetstiftelsen.se/en/about-us/,Nonprofit organization
ABC New Media AG,https://www.finanznachrichten.de,"FinanzNachrichten.de is part of the Wallstreet-Online.de group and the leading German speaking finance website for financial news about shares, stock markets and economy. FinanzNachrichten.de as W3C member wants to take an active role in the further development of user friendly platform technologies for online media.",https://www.w3.org/thumbnails/120/logos/organizations/38714.png?x-version=4,Switzerland,CH,,,,,,,,,www-finanznachrichten-de,,Small/medium enterprise
BSV Association,https://bsvblockchain.org/,"Our mission is to foster an open and collaborative BSV Ecosystem, creating awareness on the unique capabilities of BSV Blockchain. We drive blockchain innovation and ensure the technical robustness of the BSV Blockchain with open-source and standardized solutions, promoting internal standards as well as aligning with non-blockchain standards.",https://www.w3.org/thumbnails/120/logos/organizations/159651.png?x-version=1,Switzerland,CH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bsvblockchain-org,https://bsvblockchain.org/about/,Nonprofit organization
CERN,http://www.cern.ch/,,,Switzerland,CH,,,,,,,,,www-cern-ch,http://www.cern.ch/about,Academia
DAISY Consortium,http://www.daisy.org,,,Switzerland,CH,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,www-daisy-org,http://www.daisy.org/about-us/membership/joining-daisy/,Nonprofit organization
Dfinity Stiftung,https://dfinity.org,The Dfinity Foundation is a major contributor to the Internet Computer blockchain – a blockchain where smart contracts can serve Web content directly to end users enabling fully on-chain Web3.,https://www.w3.org/thumbnails/120/logos/organizations/101246.png?x-version=1,Switzerland,CH,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,dfinity-org,https://dfinity.org/about,Nonprofit organization
Dreamlab Technologies AG,http://dreamlab.net,,,Switzerland,CH,,,,,,,,,dreamlab-net,,Small/Medium Enterprise
ETH Zurich,https://ethz.ch/en.html,,,Switzerland,CH,,,,,,,,,ethz-ch,,Academia
Ethereum Foundation,http://ethereum.org,"The Ethereum Foundation is a non-profit organization dedicated to supporting Ethereum and related technologies. Our mission is to do what is best for Ethereum’s long-term success. Our role is to allocate resources to critical projects, to be a valued voice within the Ethereum ecosystem, and to advocate for Ethereum to the outside world.",https://www.w3.org/thumbnails/120/logos/organizations/76925.png?x-version=3,Switzerland,CH,,,,,,,,,ethereum-org,http://ethereum.org/en/about/,Nonprofit organization
Netcetera,https://www.netcetera.com,"Netcetera is a pioneering Swiss software company with forward-thinking digital solutions across the banking, payment, mobility, healthcare, and publishing industries. Netcetera creates growth opportunities for the businesses it works with, by pushing the boundaries of digital possibilities.",https://www.w3.org/thumbnails/120/logos/organizations/150912.png?x-version=2,Switzerland,CH,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,www-netcetera-com,https://www.netcetera.com/company.html,Large enterprise
OISTE Foundation,https://www.oiste.org,,,Switzerland,CH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-oiste-org,https://www.oiste.org/about-us/,Nonprofit organization
Proton AG,https://proton.me/,,https://www.w3.org/thumbnails/120/logos/organizations/119171.png?x-version=1,Switzerland,CH,,,,,,,,,proton-me,https://proton.me/about,Nonprofit organization
Zazuko GmbH,https://zazuko.com/,,,Switzerland,CH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,zazuko-com,https://zazuko.com/about/,Technical community
"Ministry of Digital Affairs, Taiwan",https://moda.gov.tw/,"The Ministry of Digital Affairs(moda), responsible for driving Taiwan’s digital transformation, will connect citizens and technology, improve industry and security, fulfill the goal of a smart country, and continue to lead the world via the Taiwan model. As a member of W3C, we are committed to working with all stakeholders, especially around DIDs.",https://www.w3.org/thumbnails/120/logos/organizations/141535.png?x-version=1,Taiwan,TW,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,moda-gov-tw,https://moda.gov.tw/aboutus/402.html,Government
Taiwan Digital Publishing Forum,http://www.dpublishing.org.tw/,,https://www.w3.org/thumbnails/120/logos/organizations/110285.png?x-version=1,Taiwan,TW,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,www-dpublishing-org-tw,,Nonprofit organization
Accessible by Design,https://accessiblebydesign.co.uk,,https://www.w3.org/thumbnails/120/logos/organizations/160564.png?x-version=1,United Kingdom,GB,,,,,,,,,accessiblebydesign-co-uk,https://accessiblebydesign.co.uk/who-we-are/,Small/medium enterprise
Apeleg Limited,https://apeleg.com,,https://www.w3.org/thumbnails/120/logos/organizations/140493.png?x-version=6,United Kingdom,GB,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,apeleg-com,https://apeleg.com/about-us,Small/Medium Enterprise
ARM Limited,https://www.arm.com/,,,United Kingdom,GB,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,www-arm-com,https://www.arm.com/company,Large enterprise
BFO,http://bfo.com,,,United Kingdom,GB,,,,,,,,,bfo-com,http://bfo.com/about/,Small/Medium Enterprise
British Broadcasting Corporation,https://www.bbc.co.uk/,"The BBC is the world's largest broadcasting organisation whose mission is to enrich people's lives with programmes that inform, educate and entertain. It is a public service broadcaster, established by a Royal Charter and funded by UK households.",https://www.w3.org/thumbnails/120/logos/organizations/1120.png?x-version=6,United Kingdom,GB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,www-bbc-co-uk,https://www.bbc.co.uk/aboutthebbc,Nonprofit organization
HM Government,https://www.gov.uk,,,United Kingdom,GB,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,www-gov-uk,,Government
King's College London,https://www.kcl.ac.uk/,"King’s College London is multi-faculty research-led institution & one of the top 10 UK universities in the world. King’s enjoys a rich legacy of excellence in computer science: Charles Babbage first demonstrated his prototype analytical engine, generally considered the first computer, at King’s in the 1840s.",,United Kingdom,GB,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,www-kcl-ac-uk,https://www.kcl.ac.uk/,Academia
LSEG,https://www.lseg.com/en,,,United Kingdom,GB,,,,,,,,,www-lseg-com,https://www.lseg.com/en/about-us,Large enterprise
MKR Digital Ltd,https://www.worddb.com,"The Word Database is a comprehensive online database offering word definitions, synonyms, antonyms, word games, and puzzles. It aids in enhancing vocabulary and language skills, serving as a valuable resource for students, writers, and word enthusiasts. WordDB follows W3C recommendations and technology to help drive innovation in web standards.",https://www.w3.org/thumbnails/120/logos/organizations/155442.png?x-version=1,United Kingdom,GB,,,,,,,,,www-worddb-com,https://www.worddb.com/about,Small/medium enterprise
Movement for an Open Web,https://movementforanopenweb.com/,"The Movement for an Open Web (MOW) is a campaign group dedicated to preserving an open and decentralised web in the face of efforts by the major platforms to exert monopolistic control over its operations. MOW simply asks that any fundamental changes to the way the web works are open and competitive, not proprietary and closed.",https://www.w3.org/thumbnails/120/logos/organizations/148743.png?x-version=1,United Kingdom,GB,,,,,,,,,movementforanopenweb-com,https://movementforanopenweb.com/#who,Nonprofit organization
NCSC,https://www.ncsc.gov.uk/,,,United Kingdom,GB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,www-ncsc-gov-uk,,Government
Nomensa,http://www.nomensa.com/,,,United Kingdom,GB,,,,,,,,,www-nomensa-com,https://www.nomensa.com/about-us/,Small/medium enterprise
Powermapper Software,https://www.powermapper.com/,,,United Kingdom,GB,,,,,,,,,www-powermapper-com,https://www.powermapper.com/company/,Small/medium enterprise
Royal National Institute of Blind People (RNIB),http://www.rnib.org.uk,,,United Kingdom,GB,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,www-rnib-org-uk,https://www.rnib.org.uk/about-us/,Nonprofit organization
TetraLogical Services Ltd,https://tetralogical.com,,,United Kingdom,GB,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,tetralogical-com,https://tetralogical.com/about,Small/medium enterprise
The National Archives,http://www.nationalarchives.gov.uk,,,United Kingdom,GB,,,,,,,,,www-nationalarchives-gov-uk,https://www.nationalarchives.gov.uk/about/,Government
The Open University,http://www.open.ac.uk,,,United Kingdom,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,www-open-ac-uk,https://www.open.ac.uk/about/main/strategy-and-policies/policies-and-statements/website-accessibility-open-university),Academia
University of Edinburgh,https://www.ed.ac.uk/,"The School of Informatics at the University of Edinburgh is a world leader in research and teaching in Computer Science, Artificial Intelligence and Cognitive Science.  W3C technologies are both used and studied here,
and we are proud to contribute to their development.",https://www.w3.org/thumbnails/120/logos/organizations/9963.png?x-version=4,United Kingdom,GB,,,,,,,,,www-ed-ac-uk,https://www.ed.ac.uk/about,Academia
University of Oxford,https://www.ox.ac.uk/,,,United Kingdom,GB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-ox-ac-uk,https://www.ox.ac.uk/about,Academia
1Acreate,https://1acreate.com/,"1Acreate is a team of U.S. based professionals who specialize in helping B2B companies define their role in the marketplace, achieve accessibility in their digital presence, and promote them in the arenas their customers shop.  From industrial manufacturing to SAS, our website design and digital marketing solutions can help you achieve success",https://www.w3.org/thumbnails/120/logos/organizations/162847.png?x-version=1,United States,US,,,,,,,,,1acreate-com,https://1acreate.com/about,Small/Medium Enterprise
Adobe,https://www.adobe.com/,"Adobe revolutionizes how the world engages with ideas and information - anytime, anywhere and through any medium. As a leading provider of best-in-class Web technologies, Adobe actively supports the development of W3C standards promoting global interoperability.",,United States,US,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,www-adobe-com,,Large enterprise
Agog,http://agog.org,,,United States,US,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,agog-org,https://agog.org/about,Nonprofit organization
Airbnb Inc,https://www.airbnb.com,,,United States,US,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,www-airbnb-com,,Large enterprise
AKA Protocol,https://mem.co/,,,United States,US,,,,,,,,,mem-co,,Technical community
Akamai Technologies,https://www.akamai.com,"Akamai’s mission is to make digital experiences fast, intelligent and secure. Our intelligent edge platform surrounds everything, from the enterprise to the cloud. It keeps apps and experiences closer to users — and attacks and threats far away.",https://www.w3.org/thumbnails/120/logos/organizations/61566.png?x-version=3,United States,US,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,www-akamai-com,,Large enterprise
Amazon,https://www.amazon.com,,https://www.w3.org/thumbnails/120/logos/organizations/108617.png?x-version=4,United States,US,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,www-amazon-com,,Large enterprise
American Express Company,http://www.americanexpress.com,,,United States,US,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,www-americanexpress-com,https://www.americanexpress.com/en-us/careers/?inav=us_footer_about_careers,Large enterprise
"Anonyome Labs, Inc.",https://anonyome.com,,https://www.w3.org/thumbnails/120/logos/organizations/139630.png?x-version=1,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,anonyome-com,https://anonyome.com/about-us/,Large enterprise
Apache Software Foundation,http://www.apache.org/,,,United States,US,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,www-apache-org,http://www.apache.org/,Nonprofit organization
Apple Inc.,http://www.apple.com/,,,United States,US,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,www-apple-com,,Large enterprise
Arizona State University,https://www.asu.edu,,https://www.w3.org/thumbnails/120/logos/organizations/109668.png?x-version=1,United States,US,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www-asu-edu,https://www.asu.edu/about/spanish,Academia
AT&T,http://www.att.com/,,,United States,US,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,www-att-com,,Large enterprise
"AudioEye, Inc.",https://www.audioeye.com,,https://www.w3.org/thumbnails/120/logos/organizations/116510.png?x-version=1,United States,US,,,,,,,,,www-audioeye-com,,Large enterprise
Autodesk,https://www.autodesk.com,,https://www.w3.org/thumbnails/120/logos/organizations/1086.png?x-version=6,United States,US,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,www-autodesk-com,https://www.autodesk.com/company,Large enterprise
Bank of America,http://www.bankofamerica.com,,,United States,US,,,,,,,,,www-bankofamerica-com,https://about.bankofamerica.com/,Large enterprise
