id,name,description,shortname,spec-publisher,type,call,homepage,users,participations,chairs,start-date,end-date
119681,Cognitive AI Community Group,"<p>The real world is frustratingly uncertain, incomplete and inconsistent. This is challenging for traditional approaches to information systems, and a new paradigm is needed that combines symbolic and statistical techniques, building upon decades of work in the cognitive sciences, and over 500 million years of natural selection. This will allow us to create cognitive agents that learn and reason based upon prior knowledge and past experience, and which can satisfy the need for, transparency in decision making, and continuous learning for adapting to ever changing needs. This community group will address opportunities for cognitive agents using graphs, statistics, rules and graph algorithms, starting with an amalgam of RDF and Property Graphs, together with Web architecture for cognitive databases.</p>

<p>More specifically, the Cognitive AI Community Group will work on use cases and requirements, demo's,  open source, and scaling experiments. For more details, see:</p>

<p>&#8226; <a rel=""nofollow"" href=""https://github.com/w3c/cogai"">Cognitive AI CG GitHub Repository</a></p>

<p>&#8226; <a rel=""nofollow"" href=""https://w3c.github.io/cogai/"">Chunks and Rules Specification</a></p>

<p>&#8226; <a rel=""nofollow"" href=""https://www.w3.org/Data/demos/chunks/talks/Sentient-Web-Raggett-2020-07-31.pdf"">Keynote on Cognitive AI for the 2020 Summer School on AI in Industry 4.0</a></p>

<p>&#8226; <a rel=""nofollow"" href=""https://www.w3.org/2020/sentient-web-20200608.pdf"">An older talk on Cognitive AI and the Sentient Web</a></p>

<p>&#8226; <a rel=""nofollow"" href=""https://www.w3.org/Data/demos/chunks/chunks.html"">Longer treatise on Cognitive AI</a></p>

<p>&#8226;  <a rel=""nofollow"" href=""https://lists.w3.org/Archives/Public/public-cogai/"">Public mailing list archive</a></p>

<p>&#8226; <a rel=""nofollow"" href=""https://github.com/w3c/cogai/blob/master/Contributing.md"">Contributing to the Cognitive AI Community Group</a></p>",cogai,False,community group,https://api.w3.org/groups/cg/cogai,https://www.w3.org/community/cogai/,https://api.w3.org/groups/cg/cogai/users,https://api.w3.org/groups/cg/cogai/participations,https://api.w3.org/groups/cg/cogai/chairs,,
96574,Color on the Web Community Group,"<p>Discussion forum between CSS experts, Color Management experts, and TV/Movie/Broadcast experts to explore use cases and inform W3C specification work (such as CSS Color 4 and subsequent levels). Both SDR and HDR are in scope. Wide gamut displays and the Web is in scope. Web use of ICC (v.4 and ICCMax) is in scope.</p>

<p><a rel=""nofollow"" href=""https://w3c.github.io/ColorWeb-CG/charter.html"">Current Charter</a></p>",colorweb,True,community group,https://api.w3.org/groups/cg/colorweb,https://www.w3.org/community/colorweb/,https://api.w3.org/groups/cg/colorweb/users,https://api.w3.org/groups/cg/colorweb/participations,https://api.w3.org/groups/cg/colorweb/chairs,,
49289,Community Council,"The mission of the Community Council is to promote Community and Business Groups and ensure that they function smoothly. The Council's activities include: documenting good community practices, reaching out to new communities, identifying opportunities for collaboration between groups, helping groups transition to the standards track if they so desire, and routine group maintenance.  The Community Council will also discuss existing and new features and other ways to enhance the Community Group experience. Anyone may join the Community Council. In particular, W3C encourages Chairs of other Community and Business Groups to participate (e.g., in monthly meetings that will include W3C staff). This group will seek to make decisions when there is consensus and with due process.",council,False,community group,https://api.w3.org/groups/cg/council,https://www.w3.org/community/council/,https://api.w3.org/groups/cg/council/users,https://api.w3.org/groups/cg/council/participations,https://api.w3.org/groups/cg/council/chairs,,
148595,Computational Intelligence Community Group,"The Computational Intelligence Community Group's main objective is to promote engagement from members of the Computational Intelligence Research and Development community and the broader ecosystem, aiming to mold the Web's foundation for Computational Intelligence as a Service (CIaaS). The group serves as a conduit for dialogue, enabling mutual feedback between the CIaaS community and the W3C.

The group's fundamental operation revolves around nurturing the acceptance and ongoing evolution of pertinent W3C Working Groups, such as Machine Learning, Ontology, Dataset, and WoT. The primary collaboration will be creating use cases and adopting emerging technologies related to the CIaaS ecosystem.

The Community Group (CG) works closely with members, chapters to support additional operations that help guide the Web to its full potential for CIaaS Services. These operations include events, webinars, training, marketing, and promotional activities.

The CG encompasses Product R&amp;D teams, CIaaS service providers, end-users (developers, data scientists, startups, and corporations), regulatory entities overseeing service usage and application; Platforms supplying the infrastructure and tools required to execute CIaaS; Machine learning frameworks that are essential components of the CIaaS; Specific product applications or services available through CIaaS; and the AI and Machine Learning Community.

This group aims to release W3C Community Group Reports, suggesting Use Cases and Specifications for integration into existing and forthcoming Standards.",computationalicg,True,community group,https://api.w3.org/groups/cg/computationalicg,https://www.w3.org/community/computationalicg/,https://api.w3.org/groups/cg/computationalicg/users,https://api.w3.org/groups/cg/computationalicg/participations,https://api.w3.org/groups/cg/computationalicg/chairs,,
127555,Consent Community Group,"The concept of consent plays an essential role in the use of digital technologies as an enabler of the individual’s ownership, control, and agency. Regulations such as the GDPR assert this relationship by permitting use of consent as one of the possible legal bases for the lawful practice of data processing. Through this, obtaining consent is widely practised in the digital world, and can be perceived as an essential means to enable the individual’s agency regarding the management and ownership of their personal data. While different legal frameworks specify various requirements and obligations regarding the legal validity of consent, which should be, e.g. valid, freely given, specific, informed and active; existing and ongoing research shows that the majority of people are not empowered to practice their digital right to privacy and lawful ""consenting"" due to various malpractices and a lack of technological means acting in the individuals' interest.
 
This group aims to contribute towards the empowerment of humans concerning their rights of privacy and agency, by advocating interdisciplinary, pluralist, human-centric approaches to digital consent that are technologically and legally enforceable.
 
The mission of this group is to improve the experience of digital ""consenting"" while ensuring it remains adherent to relevant standards and laws. For this, the group will: (i) provide a space for people and stakeholders to come together (ii) highlight and analyse concepts, issues and problems about digital consenting (iii) propose and develop solutions. Some concrete areas for the working of this group are: (a) developing interdisciplinary solutions; (b) documenting and achieving legal compliance; (c) improving the user experience; and (d) utilising existing and developing new concepts and standards for digital consent. ",consent,True,community group,https://api.w3.org/groups/cg/consent,https://www.w3.org/community/consent/,https://api.w3.org/groups/cg/consent/users,https://api.w3.org/groups/cg/consent/participations,https://api.w3.org/groups/cg/consent/chairs,,
135891,Consent Name System Community Group,"Our mission: design and build the 3rd generation of the CNS to be deployed globally as a free commons, a sibling to the DNS.
Our scope: a hyper-cube bitmap that contains 1's and 0's for ALL GLEIF (businesses/agencies), Jurisdictions, and Legal Uses of Data, set initially by jurisdictions, then businesses/agencies, and finally by data subjects.
Our deliverables: essential documents and code to stand-up a working CNS as an open source server. Gen 2 docs and video: https://bit.ly/FalconCNS ",cns,True,community group,https://api.w3.org/groups/cg/cns,https://www.w3.org/community/cns/,https://api.w3.org/groups/cg/cns/users,https://api.w3.org/groups/cg/cns/participations,https://api.w3.org/groups/cg/cns/chairs,,
72898,Credentials Community Group,"The mission of the W3C Credentials Community Group is to explore the creation, storage, presentation, verification, and user control of credentials. We focus on a verifiable credential (a set of claims) created by an issuer about a subject—a person, group, or thing—and seek solutions inclusive of approaches such as: self-sovereign identity; presentation of proofs by the bearer; data minimization; and centralized, federated, and decentralized registry and identity systems. Our tasks include drafting and incubating Internet specifications for further standardization and prototyping and testing reference implementations.",credentials,True,community group,https://api.w3.org/groups/cg/credentials,https://www.w3.org/community/credentials/,https://api.w3.org/groups/cg/credentials/users,https://api.w3.org/groups/cg/credentials/participations,https://api.w3.org/groups/cg/credentials/chairs,,
103073,Credible Web Community Group,"<p>The mission of the W3C Credible Web Community Group is to help shift the Web toward more trustworthy content without increasing censorship or social division. We want users to be able to tell when content is reliable, accurate, and shared in good faith, and to help them steer away from deceptive content. At the same time, we affirm the need for users to find the content they want and to interact freely in the communities they choose. To balance any conflict between these goals, we are committed to providing technologies which keep end-users in control of their Web experience.</p>

<p>The group's primary strategy involves data sharing on the Web, in the style of schema.org, using existing W3C data standards like JSON-LD.  We believe significant progress toward our goals can be reached by properly specifying ""credibility indicators"", a vocabulary/schema for data about content and the surrounding ecosystem, which can help a person and/or machine decide whether a content item should be trusted.</p>

<p>Please see the <a rel=""nofollow"" href=""wiki/"">group wiki</a> for more details.</p>",credibility,True,community group,https://api.w3.org/groups/cg/credibility,https://www.w3.org/community/credibility/,https://api.w3.org/groups/cg/credibility/users,https://api.w3.org/groups/cg/credibility/participations,https://api.w3.org/groups/cg/credibility/chairs,,
121427,CSS4 Community Group,"A group to debate and define CSS4.

The umbrella term ""CSS3"" was incredibly useful in teaching the new additions to CSS around 2010. It seems time to loosely group together more recent additions under another umbrella, to help increase adoption and make it easier to teach. This will not change how the CSSWG operates, will not affect spec numbering, and will be separate from the official CSS snapshots. 

Discussion began at: https://github.com/w3c/csswg-drafts/issues/4770

This WICG group is a place to work out the details. ",css4,True,community group,https://api.w3.org/groups/cg/css4,https://www.w3.org/community/css4/,https://api.w3.org/groups/cg/css4/users,https://api.w3.org/groups/cg/css4/participations,https://api.w3.org/groups/cg/css4/chairs,,
85874,CSV on the Web Community Group,"Discussions and mutual support for implementers, publishers and spec developers of the technologies developed by the <a rel=""nofollow"" href=""https://www.w3.org/2013/csvw/wiki/Main_Page"">CSV on the Web</a> Working Group. The group is not chartered to change published W3C documents, but can record new issues, errata, and test cases for those specification. The CG may also discuss related work, e.g. R2RML or other potential extensions.",csvw,True,community group,https://api.w3.org/groups/cg/csvw,https://www.w3.org/community/csvw/,https://api.w3.org/groups/cg/csvw/users,https://api.w3.org/groups/cg/csvw/participations,https://api.w3.org/groups/cg/csvw/chairs,,
107442,Data Privacy Vocabularies and Controls Community Group,"<p>The mission of the W3C Data Privacy Vocabularies and Controls CG (DPVCG) is to develop a taxonomy of privacy and data protection related terms, which include in particular terms from the new European <a href=""http://eur-lex.europa.eu/eli/reg/2016/679/oj"" target=""_blank"" rel=""noreferrer noopener nofollow"">General Data Protection Regulation (GDPR)</a>, such as a taxonomy of personal data as well as a classification of purposes (i.e., purposes for data collection), and events of disclosures, consent, and processing such personal data.</p>

<p>The DPVCG was created as an outcome of the W3C Workshop on Data Privacy Controls and Vocabularies in Vienna in 2017, and started on 25th May 2018 &#8211; the date of the enforcement of GDPR. Since then, the DPVCG has worked to fulfil its aims and objectives, and produced the <a rel=""noreferrer noopener nofollow"" href=""https://www.w3.org/ns/dpv"" target=""_blank"">Data Privacy Vocabulary (DPV)</a> as a deliverable. </p>

<p>Membership to the group is open to all interested individuals and organisations. To join the group, you need a valid W3C account &#8211; which is free to get and can be <a rel=""noreferrer noopener nofollow"" href=""https://www.w3.org/accounts/request"" target=""_blank"">requested here</a>. The group meets usually through online meeting calls, details of which, including past minutes, can be <a rel=""noreferrer noopener nofollow"" href=""https://www.w3.org/community/dpvcg/wiki/Meeting_Calls"" target=""_blank"">found here</a>. The group also interacts through a <a rel=""noreferrer noopener nofollow"" href=""https://lists.w3.org/Archives/Public/public-dpvcg/"" target=""_blank"">mailing list</a> regarding topics, discussions, sharing of agendas, actions, and other relevant items. The resources and work relevant to the group is hosted on the <a rel=""noreferrer noopener nofollow"" href=""https://github.com/dpvcg/"" target=""_blank"">GitHub platform under the DPVCG name</a>.</p>

<p>The group is currently chaired by:</p>

<ul><li><a rel=""noreferrer noopener nofollow"" href=""https://harshp.com"" target=""_blank"">Harshvardhan J. Pandit</a> (<a rel=""noreferrer noopener nofollow"" href=""https://www.adaptcentre.ie/"" target=""_blank"">ADAPT SFI Research Centre</a>, <a rel=""noreferrer noopener nofollow"" href=""https://www.tcd.ie/"" target=""_blank"">Trinity College Dublin</a>)</li></ul>

<p>Previously, it was chaired by:</p>

<ul><li><a rel=""nofollow"" href=""https://www.w3.org/People/Bos/"">Bert Bos</a> (<a href=""https://www.ercim.eu/"" target=""_blank"" rel=""nofollow"">ERCIM </a><a rel=""nofollow"" href=""https://www.w3.org"">W3C</a>)</li><li><a href=""http://polleres.net/"" target=""_blank"" rel=""nofollow"">Axel Polleres</a> <a href=""https://www.wu.ac.at/"" target=""_blank"" rel=""nofollow"">(WU Wirschaftsuniversitat Wien &#8211; Vienna University of Economics and Business</a>)</li></ul>

<h2>Participation in Group Activities</h2>

<p>The working of the group is fairly open and transparent in its process, with most of the information present on the <a rel=""nofollow"" href=""https://www.w3.org/community/dpvcg/wiki/"">wiki</a>. For past work, actions, issues, and records &#8211; please refer to the <a rel=""nofollow"" href=""https://www.w3.org/community/dpvcg/wiki/"">wiki</a> and threads on the <a href=""https://lists.w3.org/Archives/Public/public-dpvcg/"" target=""_blank"" rel=""nofollow"">mailing list</a>. Anyone can use the <a href=""https://lists.w3.org/Archives/Public/public-dpvcg/"" target=""_blank"" rel=""nofollow"">mailing list</a> to ask questions, suggest topics, raise issues, and offer solutions. Non-members might receive an automated reply asking them to authenticate their email or email address for posting.</p>

<p>Similarly, calls are usually open to attend, with the agenda shared on the public mailing list. Call details may be shared on the internal mailing lists accessible to only members for security purposes &#8211; so it may be best to ask the chair(s) or a member for attending a call.</p>

<p>General questions regarding what the group considers in scope can be determined from the aims and objectives. Specific queries or propositions should be conveyed to the mailing list. For issues regarding the DPV, including addition of concepts or a query or other relevant topics &#8211; you can use the mailing list or the issues feature in a <a href=""https://github.com/dpvcg/"" target=""_blank"" rel=""nofollow"">GitHub repo</a>.</p>

<h2>Data Privacy Vocabulary (DPV)</h2>

<p>The DPV is a vocabulary (terms) and an ontology (relationships) serialised using semantic-web standards to represent concepts associated with privacy and data protection, primarily derived from GDPR. It enables representation of which <em>personal data categories</em> are undergoing a what kind of <em>processing</em> by a specific <em>data controller</em> and/or transferred to some <em>recipient</em> for a particular <em>purpose</em>, based on a specific <em>legal basis</em> (e.g., consent, or other legal grounds such as legitimate interest, etc.), with specified <em>technical and organisational measures and restrictions</em> (e.g., storage locations and storage durations) in place.</p>

<p>The DPV is useful as a machine-readable representation of personal data processing and can be adopted in relevant use-cases such as legal compliance documentation and evaluation, policy specification, consent representation and requests, taxonomy of legal terms, and annotation of text and data.</p>

<p>The DPV is an evolving vocabulary &#8211; as the DPVCG continues to work on updating it with broader concepts as well as enriching its hierarchy of concepts. For this, we invite contributions of concepts, use-cases, requirements, and applications.</p>
	
",dpvcg,True,community group,https://api.w3.org/groups/cg/dpvcg,https://www.w3.org/community/dpvcg/,https://api.w3.org/groups/cg/dpvcg/users,https://api.w3.org/groups/cg/dpvcg/participations,https://api.w3.org/groups/cg/dpvcg/chairs,,
99375,Dataset Exchange Working Group,"The mission of the Dataset Exchange WG is to:
1. Maintain and revise the Data Catalog Vocabulary, DCAT, taking into account feature requests from the DCAT user community.
2. Define and publish guidance on the specification and use of application profiles when requesting and serving data on the Web.",dx,,working group,https://api.w3.org/groups/wg/dx,https://www.w3.org/2017/dxwg/,https://api.w3.org/groups/wg/dx/users,https://api.w3.org/groups/wg/dx/participations,https://api.w3.org/groups/wg/dx/chairs,2017-05-05,2024-12-31
156520,Dataspaces Community Group,"Dataspaces gather requirements for seamless and trusted data exchange within specific domains and translate the requirements into technical specifications. 
The W3C already recommends standards for trust, interoperability, and data value. Our goal in this group is to collect scenarios from the dataspaces built by our members and manage best practices for implementing them with W3C specifications. Where those standards are not sufficient, we envision formulating questions to other community and working groups, and providing dataspace-specific normative text for specific scenarios. The Dataspaces Community Group aims to meet every year at the ESWC conference.
",dataspaces,True,community group,https://api.w3.org/groups/cg/dataspaces,https://www.w3.org/community/dataspaces/,https://api.w3.org/groups/cg/dataspaces/users,https://api.w3.org/groups/cg/dataspaces/participations,https://api.w3.org/groups/cg/dataspaces/chairs,,
117488,Decentralized Identifier Working Group,"The mission of the Decentralized Identifier Working Group is two-fold. First, it will maintain the Decentralized Identifiers (DIDs) specification and related Working Group Notes. Second, it will seek consensus around the best way to achieve effective interoperability through common requirements, algorithms, architectural options, and various considerations for the DID resolution and DID URL dereferencing processes.",did,,working group,https://api.w3.org/groups/wg/did,https://www.w3.org/2019/did-wg/,https://api.w3.org/groups/wg/did/users,https://api.w3.org/groups/wg/did/participations,https://api.w3.org/groups/wg/did/chairs,2019-09-05,2026-04-28
47948,Declarative 3D for the Web Architecture Community Group,"The mission of the Declarative 3D for the Web Architecture Community Group is to determine the requirements, options, and use cases for an integration of interactive 3D graphics capabilities into the W3C technology stack. This group is aimed to extract core features out of the requirements as foundation to propose feasible technical solutions. These should cover the majority of 3D use cases for the Web - but not necessarily all of them. There are upcoming open (e.g., WebGL) and proprietary (e.g., Adobe) proposals for imperative graphics APIs in the Web context but we are missing an easy way to add interactive high-level declarative 3D objects to the HTML-DOM to allow anyone to easily create, share, and experience interactive 3D graphics - with possibly wide ranging effects similar to those caused by the broad availability of video on the Web. The goal of this CG is to evaluate the necessary requirements for a successful standardization of a declarative approach to interactive 3D graphics as part of HTML documents.",declarative3d,True,community group,https://api.w3.org/groups/cg/declarative3d,https://www.w3.org/community/declarative3d/,https://api.w3.org/groups/cg/declarative3d/users,https://api.w3.org/groups/cg/declarative3d/participations,https://api.w3.org/groups/cg/declarative3d/chairs,,
116753,Design Tokens Community Group,The Design Tokens Community Group's goal is to provide standards upon which products and design tools can rely for sharing stylistic pieces of a design system at scale.,design-tokens,True,community group,https://api.w3.org/groups/cg/design-tokens,https://www.w3.org/community/design-tokens/,https://api.w3.org/groups/cg/design-tokens/users,https://api.w3.org/groups/cg/design-tokens/participations,https://api.w3.org/groups/cg/design-tokens/chairs,,
43696,Devices and Sensors Working Group,The mission of the Devices and Sensors Working Group (DAS WG) is to create secure and privacy-preserving client-side APIs that enable the development of web applications that interact with device capabilities.,das,,working group,https://api.w3.org/groups/wg/das,https://www.w3.org/das/,https://api.w3.org/groups/wg/das/users,https://api.w3.org/groups/wg/das/participations,https://api.w3.org/groups/wg/das/chairs,2009-07-03,2026-02-28
108594,Distributed Tracing Working Group,The mission of the Distributed Tracing is to define standards for interoperability between tracing tools.,distributed-tracing,,working group,https://api.w3.org/groups/wg/distributed-tracing,https://www.w3.org/groups/wg/distributed-tracing/,https://api.w3.org/groups/wg/distributed-tracing/users,https://api.w3.org/groups/wg/distributed-tracing/participations,https://api.w3.org/groups/wg/distributed-tracing/chairs,2018-07-25,2025-05-31
103139,Educational and Occupational Credentials in schema.org Community Group,"The aim of this community group is to show how educational and occupational credentials may be described with schema.org, and to propose any additional terms for schema.org that may be necessary. Educational and Occupational Credentials are defined as diplomas, academic degrees, certifications, qualifications, badges, etc., that a person can obtain through learning, education and/or training. They are typically awarded on successful completion of an assessment of relevant capabilities. See also the Connecting Credentials <a rel=""nofollow"" href=""http://connectingcredentials.org/common-language-work-group-glossary/"">glossary of credentialing terms</a>.

Related work includes: the <a rel=""nofollow"" href=""https://credreg.net/ctdl/handbook"">Credential Transparency Description Language</a> (CTDL) developed for the Credential Engine;  IMS Global's <a rel=""nofollow"" href=""https://www.badgealliance.org/"">Badge Alliance</a>;  and, the W3C <a rel=""nofollow"" href=""https://www.w3.org/2017/vc/WG/"">Verifiable Claims Working Group</a>. The work of this group will complement these, with a focus on integration with schema.org and on describing a credential that is being offered rather than the claim to posses one.",eocred-schema,True,community group,https://api.w3.org/groups/cg/eocred-schema,https://www.w3.org/community/eocred-schema/,https://api.w3.org/groups/cg/eocred-schema/users,https://api.w3.org/groups/cg/eocred-schema/participations,https://api.w3.org/groups/cg/eocred-schema/chairs,,
115641,Entity Reconciliation Community Group,"Matching entities across data sources using different identifiers and formats is a pervasive issue on the web. This group revolves around developing a web API that data providers can expose, which eases the reconciliation of third-party data to their own identifiers. OpenRefine's reconciliation API is used as a starting point. Our goals are to document this existing API, share our experiences and lessons learnt from it, propose an improved protocol in the view of promoting it as a standard, and build tooling around it. A description of the existing protocol can be found here: https://reconciliation-api.github.io/specs/latest/
",reconciliation,True,community group,https://api.w3.org/groups/cg/reconciliation,https://www.w3.org/community/reconciliation/,https://api.w3.org/groups/cg/reconciliation/users,https://api.w3.org/groups/cg/reconciliation/participations,https://api.w3.org/groups/cg/reconciliation/chairs,,
96810,EPUB 3 Community Group,"The EPUB 3 Community Group is a forum for ongoing technical development of EPUB 3 and related extension specifications and ancillary deliverables.
The <a rel=""nofollow"" href=""http://www.w3.org/2017/02/EPUB3CGcharter"">EPUB 3 Community Group charter</a> contains full details.
",epub3,True,community group,https://api.w3.org/groups/cg/epub3,https://www.w3.org/community/epub3/,https://api.w3.org/groups/cg/epub3/users,https://api.w3.org/groups/cg/epub3/participations,https://api.w3.org/groups/cg/epub3/chairs,,
142395,Equity Community Group,"The Equity CG seeks to enable equity in W3C processes, specifications, and expertise. Equality is equal access, while 'equity' is equal outcomes (Antoinette Carroll, Creative Reaction Lab Founder (https://crxlab.org/)). The Equity CG will discuss approaches to creating more equitable specifications and implementations of those specifications. The group will determine whether it wants to address internal specifications (as in a self-review questionnaire before CR) or provide a tool for assessing equity (like WCAG). This will require recruiting experts in equity as well as those who reflect the diversity of the world and will take time. In time, the CG hopes to propose an Equity Horizontal Review Board (HRB).",equity,False,community group,https://api.w3.org/groups/cg/equity,https://www.w3.org/community/equity/,https://api.w3.org/groups/cg/equity/users,https://api.w3.org/groups/cg/equity/participations,https://api.w3.org/groups/cg/equity/chairs,,
54697,EXPath Community Group,"The mission of this group is to lead to extension of XPath and all related technologies (XSLT, XQuery, XProc, XForms, XML Schema).",expath,True,community group,https://api.w3.org/groups/cg/expath,https://www.w3.org/community/expath/,https://api.w3.org/groups/cg/expath/users,https://api.w3.org/groups/cg/expath/participations,https://api.w3.org/groups/cg/expath/chairs,,
132274,Federated Identity Community Group,"The purpose of the Federated Identity Community Group is to provide a forum focused on incubating web features that will both support federated identity and prevent untransparent, uncontrollable tracking of users across the web. While the community group will take privacy concerns into consideration, these concerns will be balanced against the need to explore innovative ideas around federated authentication on the web. ",fed-id,True,community group,https://api.w3.org/groups/cg/fed-id,https://www.w3.org/community/fed-id/,https://api.w3.org/groups/cg/fed-id/users,https://api.w3.org/groups/cg/fed-id/participations,https://api.w3.org/groups/cg/fed-id/chairs,,
154550,Federated Identity Working Group,The mission of the Federated Identity Working Group is to develop specifications to allow a website to request a federated identity credential or assertion with the purpose of authenticating a user and/or requesting a set of claims in a compatible way to OIDC or SAML.,fedid,,working group,https://api.w3.org/groups/wg/fedid,https://www.w3.org/groups/wg/fedid/,https://api.w3.org/groups/wg/fedid/users,https://api.w3.org/groups/wg/fedid/participations,https://api.w3.org/groups/wg/fedid/chairs,2024-03-28,2026-03-28
134965,Federated Learning Community Group,"The purpose of this community group is to establish and explore the necessary standards related with the Web for federated learning via the analysis of current implementations related with federated learning such as TensorFlow Federated.
The main idea of federated learning is to build machine learning models based on data sets that are distributed across multiple clients (e.g. mobile devices or whole organizations) while preventing data leakage. Therefore, federated learning can give benefits like mitigation of privacy risks and costs.",federated-learning,True,community group,https://api.w3.org/groups/cg/federated-learning,https://www.w3.org/community/federated-learning/,https://api.w3.org/groups/cg/federated-learning/users,https://api.w3.org/groups/cg/federated-learning/participations,https://api.w3.org/groups/cg/federated-learning/chairs,,
84521,Financial Industry Business Ontology Community Group,"The mission of Financial Industry Business Ontology Community Group is to propose, discuss, create and maintain extensions to schema.org related to Financial Industries. ",fibo,True,community group,https://api.w3.org/groups/cg/fibo,https://www.w3.org/community/fibo/,https://api.w3.org/groups/cg/fibo/users,https://api.w3.org/groups/cg/fibo/participations,https://api.w3.org/groups/cg/fibo/chairs,,
49726,Games Community Group,"<p>The goal of the Games Community Group is to improve the quality of open web standards that games developers rely on to create games. To achieve its goal, the Games community group will:</p>
<ul>
  <li>Track specifications and vendor implementations related to open web games.</li>
  <li>Recommend new specifications to be produced and find group homes for them.</li>
  <li>Refine use cases to communicate specific needs of games.</li>
  <li>Suggest refinements or fixes to existing specifications to better meet the needs of the game development community.</li>
  <li>Explore capabilities —APIs, semantics, techniques for rendering, processing, personalization, customization, interoperability, etc.— that developers can leverage to localize games and guarantee that they are accessible.</li>
  <li>Evangelize specifications to browser vendors.</li>
  <li>Document how to best use open web standards for games.</li>
  <li>Evangelize open web standards to game developers and game development best practices to web developers.</li>
</ul>

<p>The Games community group will not develop any normative specification. As such, there will not be any Essential Claims under the W3C <a rel=""nofollow"" href=""https://www.w3.org/community/about/process/cla/"">Contributor License Agreement</a> or <a rel=""nofollow"" href=""https://www.w3.org/community/about/process/final/"">Final Specification Agreement</a>.</p>

<p>Please see the <a rel=""nofollow"" href=""https://www.w3.org/2020/07/games-cg-charter.html"">adopted charter</a> for details.</p> ",games,False,community group,https://api.w3.org/groups/cg/games,https://www.w3.org/community/games/,https://api.w3.org/groups/cg/games/users,https://api.w3.org/groups/cg/games/participations,https://api.w3.org/groups/cg/games/chairs,,
96877,GPU for the Web Community Group,"The mission of the GPU on the Web Community Group is to provide an interface between the Web Platform and modern 3D graphics and computation capabilities present in native system platforms. The goal is to design a new Web API that exposes these modern technologies in a performant, powerful and safe manner. It should work with existing platform APIs such as Direct3D 12 from Microsoft, Metal from Apple, and Vulkan from the Khronos Group. This API will also expose the generic computational facilities available in today's GPUs to the Web, and investigate shader languages to produce a cross-platform solution. Please see the <a rel=""nofollow"" href=""https://gpuweb.github.io/admin/cg-charter.html"">draft charter</a>. The group is inviting browser engine developers, GPU hardware vendors, 3D software engineers, as well as the broader Web community who have an interest in 3D graphics and efficient computation to participate.",gpu,True,community group,https://api.w3.org/groups/cg/gpu,https://www.w3.org/community/gpu/,https://api.w3.org/groups/cg/gpu/users,https://api.w3.org/groups/cg/gpu/participations,https://api.w3.org/groups/cg/gpu/chairs,,
125519,GPU for the Web Working Group,The mission of the GPU for the Web Working Group is to provide an interface between the Web Platform and modern 3D graphics and computation capabilities present on native system platforms.,gpu,,working group,https://api.w3.org/groups/wg/gpu,https://www.w3.org/2020/gpu/,https://api.w3.org/groups/wg/gpu/users,https://api.w3.org/groups/wg/gpu/participations,https://api.w3.org/groups/wg/gpu/chairs,2020-08-20,2024-11-30
78701,Healthcare Schema Vocabulary Community Group,"<p>This community effort aims to provide medical,healthcare and life-science specialized web schemas and vocabulary through improving and extending the existing schemas, concepts, terms and definitions in schema.org vocabulary. Ultimate goal is to enable the use of schema.org not only by webmasters but also in indexing health records, healthcare documents, and as a pillar open source of medical and healthcare and life science ontology/vocabulary for formalization of healthcare information.</p>
<p>This will make healthcare and medical data on web easy to describe correctly (with their correct meaning and context), easy to expose /index so ready to be accessible and will highly improve to re-usability and exchanging in semantic way, with their correct meaning and context.</p>
<p>The intention is not to replace existing ontologies, nor making upper level ontology nor creating yet another clinical information model/standards. The aim is mainly to provide most useful and frequently used (so, demand driven) classes and properties related to the medical and healthcare domain. Within this scope all concepts are mapped as far as it's feasible to the existing terminology like SNOMED CT, ICD, LOINC, ATC, RxNorm, HL7 FHIR, etc.</p>
",schemed,True,community group,https://api.w3.org/groups/cg/schemed,https://www.w3.org/community/schemed/,https://api.w3.org/groups/cg/schemed/users,https://api.w3.org/groups/cg/schemed/participations,https://api.w3.org/groups/cg/schemed/chairs,,
115520,HTML Working Group,The mission of the HTML Working Group is to give input to and bring the WHATWG HTML and DOM Review Drafts to W3C Recommendations.,htmlwg,,working group,https://api.w3.org/groups/wg/htmlwg,https://www.w3.org/groups/wg/htmlwg/,https://api.w3.org/groups/wg/htmlwg/users,https://api.w3.org/groups/wg/htmlwg/participations,https://api.w3.org/groups/wg/htmlwg/chairs,2019-06-06,2024-12-06
143541,Human Centric AI Community Group,"The W3C Human Centric AI Groups mission is to investigate, articulate, refine, consider and respond to the various safety and human rights related implications of Web connected online systems; and to define recommendations, and useful tools, to respond to these challenges via any applicable Human Centric AI compatible system. 

This group may produce technical specifications.",humancentricai,True,community group,https://api.w3.org/groups/cg/humancentricai,https://www.w3.org/community/humancentricai/,https://api.w3.org/groups/cg/humancentricai/users,https://api.w3.org/groups/cg/humancentricai/participations,https://api.w3.org/groups/cg/humancentricai/chairs,,
